gender,age,marital_status,education,nb_depend_child,employ_status,yrs_current_job,yrs_employed,net_income,spouse_work,spouse_income,residential_status,yrs_current_address,product,purchase
F,38,single,highsch,0,full_time,9,10,47813,no,0,owner_morg,10,bonds,no
F,26,divorced,basic,2,full_time,1,2,21250,no,0,tenant,9,derivatives,no
M,44,single,univ,0,full_time,3,11,79688,no,0,tenant,1,bonds,no
F,22,single,highsch,0,full_time,0,2,31875,no,0,tenant,3,bonds,yes
M,30,married,highsch,0,full_time,2,9,47813,yes,56054,owner_morg,7,stocks,no
F,23,single,highsch,0,full_time,0,2,31875,no,0,tenant,4,bonds,yes
F,27,single,highsch,0,self_employ,2,3,38250,no,0,owner,7,bonds,yes
M,29,single,highsch,0,full_time,6,9,31875,no,0,tenant,2,stocks,yes
M,23,married,univ,1,self_employ,2,2,63750,no,0,tenant,6,derivatives,yes
F,38,single,highsch,0,full_time,2,16,47813,no,0,tenant,14,stocks,no
F,43,widowed,highsch,0,full_time,6,15,47813,no,0,owner_morg,10,stocks,no
F,36,divorced,postgrad,0,full_time,8,14,127500,no,0,tenant,8,stocks,no
M,42,married,highsch,2,part_time,3,5,28688,no,0,tenant,9,derivatives,yes
M,51,single,postgrad,0,full_time,13,16,148750,no,0,tenant,2,derivatives,yes
M,73,divorced,highsch,2,self_employ,12,10,66938,no,0,tenant,13,bonds,yes
M,27,single,univ,0,self_employ,1,6,63750,no,0,owner,9,bonds,no
M,38,divorced,univ,2,full_time,1,12,79688,no,0,owner,11,bonds,yes
F,71,single,postgrad,0,unemployed,0,29,0,no,0,tenant,15,bonds,no
F,36,married,highsch,3,part_time,5,8,28688,yes,43754,owner,4,bonds,yes
M,23,divorced,highsch,1,part_time,1,4,19125,no,0,owner_morg,3,bonds,yes
M,38,divorced,highsch,3,self_employ,4,10,57375,no,0,owner_morg,2,bonds,yes
M,56,single,postgrad,0,full_time,14,14,148750,no,0,tenant,5,derivatives,yes
M,29,married,highsch,2,full_time,6,8,31875,yes,44786,tenant,3,bonds,yes
F,26,divorced,basic,2,part_time,4,4,12750,no,0,owner,1,derivatives,no
F,30,married,highsch,1,self_employ,2,5,57375,yes,43137,owner_morg,9,stocks,no
F,31,divorced,univ,3,unemployed,0,8,0,no,0,tenant,13,stocks,no
F,33,divorced,postgrad,2,full_time,8,7,127500,no,0,tenant,9,bonds,no
F,58,widowed,highsch,2,part_time,5,22,33469,no,0,tenant,9,stocks,no
F,46,divorced,highsch,0,part_time,6,11,28688,no,0,tenant,9,stocks,no
M,26,widowed,univ,1,full_time,0,2,53125,no,0,tenant,4,stocks,yes
F,28,single,highsch,0,unemployed,0,3,0,no,0,tenant,7,bonds,yes
F,35,married,highsch,1,self_employ,8,13,57375,yes,54467,owner,14,bonds,yes
M,55,married,basic,0,part_time,17,14,22313,yes,43933,tenant,11,derivatives,no
M,47,single,univ,0,unemployed,0,22,0,no,0,tenant,12,derivatives,yes
M,22,divorced,highsch,1,part_time,1,1,19125,no,0,owner,4,bonds,yes
M,23,married,univ,1,full_time,2,3,53125,yes,32286,tenant,3,bonds,yes
M,42,single,postgrad,0,full_time,10,17,127500,no,0,owner,13,bonds,no
M,23,single,basic,0,self_employ,3,2,25500,no,0,owner_morg,8,derivatives,yes
F,47,married,highsch,1,unemployed,0,12,0,yes,59428,owner,6,stocks,no
M,40,widowed,basic,3,full_time,7,8,31875,no,0,tenant,3,bonds,yes
M,32,single,basic,0,self_employ,7,9,38250,no,0,tenant,3,bonds,no
F,24,single,basic,0,full_time,2,3,21250,no,0,owner,8,derivatives,no
M,21,single,basic,0,full_time,2,2,21250,no,0,w_parents,4,derivatives,yes
M,26,divorced,basic,0,part_time,4,6,12750,no,0,owner,9,stocks,no
F,42,divorced,basic,0,part_time,5,5,19125,no,0,tenant,6,stocks,no
M,43,divorced,highsch,0,self_employ,1,6,57375,no,0,tenant,5,bonds,no
M,39,married,highsch,2,part_time,11,14,28688,yes,58334,tenant,7,derivatives,yes
F,23,single,highsch,0,full_time,1,3,31875,no,0,tenant,4,stocks,yes
M,45,divorced,postgrad,0,full_time,6,21,127500,no,0,owner,6,derivatives,yes
M,50,married,univ,0,part_time,16,24,55781,yes,35889,tenant,6,stocks,no
F,46,single,highsch,0,self_employ,6,21,57375,no,0,owner,8,bonds,yes
F,48,married,univ,2,unemployed,0,8,0,yes,36477,tenant,13,derivatives,yes
M,41,single,highsch,0,unemployed,0,16,0,no,0,owner_morg,8,stocks,no
M,41,single,basic,0,full_time,10,14,31875,no,0,tenant,9,stocks,no
F,26,divorced,univ,2,self_employ,0,6,63750,no,0,tenant,8,bonds,yes
M,37,divorced,highsch,1,full_time,7,11,47813,no,0,tenant,7,derivatives,yes
F,50,married,univ,0,self_employ,13,23,111563,no,0,owner_morg,4,bonds,yes
M,69,single,postgrad,0,retired,16,32,59500,no,0,owner_morg,4,bonds,no
F,20,married,basic,1,self_employ,1,2,25500,yes,51435,tenant,6,bonds,no
F,30,divorced,highsch,2,part_time,2,2,28688,no,0,owner_morg,9,stocks,no
M,57,divorced,univ,2,full_time,3,18,92969,no,0,tenant,8,derivatives,yes
M,33,married,univ,1,self_employ,8,10,95625,yes,59463,owner_morg,13,stocks,no
F,47,married,univ,2,part_time,14,21,47813,yes,55177,owner,7,bonds,yes
F,52,divorced,postgrad,2,full_time,0,14,148750,no,0,owner,8,bonds,no
F,61,widowed,basic,1,full_time,17,18,37188,no,0,tenant,15,bonds,yes
M,42,single,univ,0,full_time,4,16,79688,no,0,tenant,5,derivatives,yes
M,35,divorced,univ,1,full_time,7,6,79688,no,0,owner_morg,3,derivatives,yes
M,63,married,univ,1,part_time,20,22,55781,yes,36494,owner,1,bonds,yes
F,26,single,univ,0,unemployed,0,3,0,no,0,owner_morg,3,stocks,yes
M,29,divorced,highsch,1,full_time,4,3,31875,no,0,tenant,7,derivatives,yes
M,39,widowed,highsch,3,unemployed,0,6,0,no,0,tenant,5,stocks,no
M,68,divorced,postgrad,0,unemployed,0,0,0,no,0,owner,5,bonds,no
F,27,married,postgrad,1,unemployed,0,1,0,yes,58985,tenant,8,derivatives,yes
M,50,married,univ,0,full_time,0,20,92969,yes,58208,owner_morg,11,stocks,no
M,40,divorced,postgrad,1,full_time,8,10,127500,no,0,owner,9,derivatives,yes
M,42,single,univ,0,full_time,12,10,79688,no,0,tenant,3,stocks,no
F,52,divorced,highsch,0,self_employ,17,23,66938,no,0,owner,9,bonds,yes
M,27,married,highsch,0,self_employ,4,3,38250,no,0,tenant,7,derivatives,yes
F,24,divorced,highsch,1,self_employ,1,2,38250,no,0,tenant,6,derivatives,no
F,53,married,highsch,1,part_time,9,14,33469,no,0,tenant,5,derivatives,no
F,58,divorced,postgrad,1,full_time,12,16,148750,no,0,owner,2,derivatives,no
F,60,married,highsch,2,full_time,13,19,55781,yes,40357,tenant,2,stocks,no
M,32,married,univ,3,full_time,2,7,79688,yes,70964,owner,8,derivatives,yes
M,38,married,postgrad,3,part_time,4,10,76500,yes,67748,owner,11,stocks,no
M,51,married,basic,0,part_time,15,18,22313,no,0,tenant,11,derivatives,yes
F,25,widowed,highsch,2,unemployed,0,6,0,no,0,tenant,2,bonds,yes
F,26,married,basic,1,unemployed,0,0,0,yes,20734,owner,10,stocks,no
M,35,married,postgrad,0,part_time,5,7,76500,no,0,tenant,13,stocks,no
M,23,single,highsch,0,unemployed,0,2,0,no,0,tenant,7,derivatives,no
M,54,single,postgrad,0,full_time,11,17,148750,no,0,tenant,9,bonds,no
M,49,widowed,highsch,2,full_time,15,14,47813,no,0,owner,10,bonds,yes
F,42,widowed,highsch,1,self_employ,1,18,57375,no,0,tenant,2,derivatives,yes
F,56,married,postgrad,1,self_employ,3,12,178500,no,0,owner,14,derivatives,yes
M,39,divorced,univ,0,self_employ,1,10,95625,no,0,owner,10,stocks,no
F,45,divorced,univ,1,full_time,14,14,79688,no,0,tenant,8,bonds,yes
M,23,single,univ,0,full_time,3,3,53125,no,0,tenant,4,stocks,yes
M,39,single,highsch,0,unemployed,0,10,0,no,0,owner,4,derivatives,yes
M,48,single,highsch,0,full_time,12,21,47813,no,0,tenant,2,derivatives,yes
F,47,single,univ,0,part_time,13,16,47813,no,0,owner,11,derivatives,no
M,25,married,basic,2,unemployed,0,4,0,yes,46514,tenant,3,derivatives,yes
F,36,divorced,basic,0,full_time,0,13,31875,no,0,tenant,12,bonds,yes
F,55,divorced,highsch,0,self_employ,17,23,66938,no,0,tenant,5,bonds,yes
F,27,divorced,highsch,2,full_time,0,3,31875,no,0,owner_morg,9,derivatives,no
F,44,widowed,highsch,3,part_time,10,14,28688,no,0,tenant,1,stocks,no
F,48,married,univ,0,self_employ,13,20,95625,yes,27840,tenant,9,derivatives,no
M,60,divorced,postgrad,3,full_time,11,34,148750,no,0,tenant,15,stocks,no
M,22,single,basic,0,full_time,1,3,21250,no,0,owner_morg,3,bonds,no
M,73,divorced,highsch,1,unemployed,0,18,0,no,0,tenant,6,bonds,yes
F,30,single,basic,0,full_time,0,2,31875,no,0,tenant,8,bonds,no
M,26,divorced,highsch,3,unemployed,0,3,0,no,0,owner,6,bonds,yes
F,40,married,highsch,0,full_time,8,9,47813,yes,59161,owner,8,derivatives,no
F,21,divorced,highsch,1,full_time,2,2,31875,no,0,tenant,6,derivatives,no
F,73,divorced,highsch,2,unemployed,0,20,0,no,0,tenant,5,stocks,no
M,22,single,basic,0,part_time,2,3,12750,no,0,tenant,5,derivatives,yes
M,30,single,univ,0,full_time,2,8,79688,no,0,tenant,11,stocks,no
F,30,divorced,univ,0,full_time,1,7,79688,no,0,tenant,3,derivatives,no
F,38,single,postgrad,0,full_time,6,14,127500,no,0,owner_morg,15,derivatives,no
F,28,single,postgrad,0,full_time,2,3,85000,no,0,owner_morg,5,bonds,yes
M,27,single,univ,0,part_time,4,7,31875,no,0,owner_morg,8,derivatives,yes
M,23,widowed,univ,1,self_employ,2,2,63750,no,0,owner_morg,4,stocks,yes
F,20,single,highsch,0,full_time,0,1,31875,no,0,tenant,6,derivatives,no
F,21,single,highsch,0,unemployed,0,2,0,no,0,w_parents,8,stocks,yes
F,38,married,highsch,1,self_employ,7,14,57375,yes,50874,tenant,1,derivatives,no
F,46,married,highsch,2,full_time,2,16,47813,yes,54878,tenant,6,stocks,no
F,21,single,highsch,0,part_time,0,0,19125,no,0,w_parents,3,bonds,yes
F,61,widowed,highsch,0,part_time,17,34,33469,no,0,owner_morg,6,stocks,no
F,49,single,postgrad,0,full_time,13,12,127500,no,0,tenant,6,stocks,no
M,32,single,univ,0,self_employ,3,7,95625,no,0,owner,13,derivatives,yes
F,23,widowed,basic,1,unemployed,0,2,0,no,0,tenant,5,stocks,yes
F,23,divorced,highsch,1,part_time,1,1,19125,no,0,tenant,3,derivatives,no
F,31,divorced,postgrad,0,full_time,4,3,127500,no,0,tenant,15,bonds,yes
F,32,divorced,highsch,0,full_time,0,2,47813,no,0,tenant,11,stocks,no
M,29,single,postgrad,0,full_time,1,9,85000,no,0,tenant,4,stocks,yes
M,20,divorced,highsch,0,self_employ,0,2,38250,no,0,owner,8,derivatives,yes
F,57,single,univ,0,full_time,16,19,92969,no,0,tenant,3,bonds,yes
F,23,single,univ,0,full_time,0,0,53125,no,0,tenant,3,derivatives,no
M,76,widowed,univ,1,self_employ,22,28,111563,no,0,owner_morg,14,bonds,yes
M,68,married,highsch,0,unemployed,0,4,0,no,0,tenant,5,bonds,no
F,35,married,postgrad,1,self_employ,5,9,153000,no,0,tenant,10,bonds,yes
M,24,single,univ,0,full_time,1,2,53125,no,0,owner,5,stocks,yes
F,29,single,basic,0,unemployed,0,9,0,no,0,owner,9,derivatives,no
F,67,single,univ,0,self_employ,2,24,111563,no,0,tenant,10,derivatives,no
M,39,divorced,highsch,0,unemployed,0,10,0,no,0,owner_morg,14,derivatives,yes
M,44,single,postgrad,0,full_time,2,2,127500,no,0,tenant,8,bonds,no
M,50,single,basic,0,full_time,1,18,37188,no,0,owner,1,derivatives,yes
F,45,married,postgrad,3,unemployed,0,16,0,yes,9045,owner,10,stocks,no
M,30,divorced,univ,1,full_time,0,2,79688,no,0,owner,7,bonds,yes
M,57,divorced,highsch,1,full_time,0,23,55781,no,0,tenant,2,stocks,no
F,48,single,highsch,0,self_employ,8,19,57375,no,0,tenant,13,bonds,no
M,24,divorced,basic,0,unemployed,0,5,0,no,0,tenant,7,bonds,no
M,27,divorced,basic,2,full_time,5,4,21250,no,0,tenant,7,derivatives,yes
M,22,single,basic,0,full_time,0,2,21250,no,0,owner_morg,5,derivatives,yes
F,31,married,highsch,1,part_time,6,6,28688,yes,30146,owner_morg,1,bonds,yes
F,51,divorced,univ,1,part_time,7,15,55781,no,0,owner,6,derivatives,no
F,46,divorced,univ,0,unemployed,0,5,0,no,0,owner_morg,5,stocks,no
F,48,married,univ,2,self_employ,8,20,95625,yes,79495,owner_morg,9,stocks,no
F,50,divorced,postgrad,2,full_time,15,17,148750,no,0,owner,7,bonds,yes
M,24,single,highsch,0,self_employ,0,1,38250,no,0,owner,7,bonds,no
F,49,single,basic,0,unemployed,0,22,0,no,0,tenant,13,bonds,yes
F,49,divorced,postgrad,0,full_time,5,20,127500,no,0,owner,15,bonds,yes
M,39,divorced,highsch,0,unemployed,0,7,0,no,0,owner_morg,3,derivatives,yes
M,39,married,univ,0,part_time,10,16,47813,yes,53088,owner,11,bonds,no
F,49,single,highsch,0,unemployed,0,21,0,no,0,tenant,15,stocks,no
F,25,single,univ,0,part_time,2,6,31875,no,0,tenant,4,derivatives,no
F,40,single,highsch,0,full_time,7,18,47813,no,0,tenant,1,stocks,no
F,30,single,highsch,0,part_time,3,3,28688,no,0,tenant,4,bonds,no
M,29,widowed,highsch,2,full_time,3,7,31875,no,0,tenant,3,bonds,yes
F,48,divorced,highsch,2,full_time,6,17,47813,no,0,tenant,10,stocks,no
F,36,single,highsch,0,unemployed,0,2,0,no,0,tenant,2,derivatives,no
F,37,divorced,univ,2,part_time,7,11,47813,no,0,owner_morg,12,derivatives,no
F,45,divorced,univ,1,full_time,1,18,79688,no,0,tenant,2,derivatives,no
M,23,single,univ,0,full_time,3,2,53125,no,0,tenant,4,derivatives,yes
M,35,widowed,highsch,1,full_time,0,7,47813,no,0,owner,5,derivatives,yes
F,37,single,univ,0,unemployed,0,8,0,no,0,tenant,14,stocks,no
F,69,widowed,postgrad,1,self_employ,19,28,178500,no,0,owner,10,stocks,no
F,44,widowed,postgrad,1,full_time,2,16,127500,no,0,owner,6,derivatives,yes
F,50,married,univ,1,self_employ,8,10,111563,yes,35357,owner,8,bonds,yes
M,24,divorced,univ,0,full_time,3,2,53125,no,0,owner,6,stocks,yes
M,31,married,postgrad,0,full_time,1,6,127500,yes,46221,tenant,11,stocks,no
F,45,single,highsch,0,unemployed,0,20,0,no,0,tenant,15,derivatives,no
F,67,divorced,univ,2,unemployed,0,22,0,no,0,owner_morg,13,bonds,yes
M,29,married,highsch,1,full_time,4,8,31875,no,0,tenant,6,stocks,yes
F,37,divorced,univ,2,self_employ,9,14,95625,no,0,owner_morg,13,derivatives,no
F,49,divorced,postgrad,2,full_time,12,24,127500,no,0,tenant,14,derivatives,no
F,45,married,highsch,1,self_employ,9,14,57375,yes,53502,owner,6,stocks,no
F,41,single,basic,0,full_time,11,11,31875,no,0,owner_morg,15,derivatives,no
F,27,single,univ,0,unemployed,0,4,0,no,0,owner_morg,8,derivatives,no
M,30,single,univ,0,self_employ,3,6,95625,no,0,tenant,9,derivatives,yes
M,49,divorced,basic,1,unemployed,0,14,0,no,0,owner,4,derivatives,yes
F,25,divorced,basic,2,full_time,2,4,21250,no,0,tenant,2,bonds,yes
F,54,married,univ,1,unemployed,0,3,0,no,0,tenant,13,derivatives,yes
M,27,single,basic,0,self_employ,0,2,25500,no,0,owner,7,bonds,no
F,49,divorced,univ,2,unemployed,0,2,0,no,0,tenant,8,derivatives,no
F,56,divorced,basic,3,self_employ,18,24,44625,no,0,tenant,4,bonds,no
F,28,married,basic,1,unemployed,0,6,0,yes,15544,tenant,5,stocks,yes
M,23,single,univ,0,self_employ,1,1,63750,no,0,tenant,7,bonds,no
M,62,widowed,univ,1,part_time,5,6,55781,no,0,tenant,10,derivatives,yes
F,29,single,highsch,0,self_employ,2,7,38250,no,0,owner_morg,7,derivatives,no
M,52,single,basic,0,full_time,5,17,37188,no,0,owner,8,bonds,no
F,31,single,postgrad,0,full_time,5,7,127500,no,0,owner_morg,2,bonds,yes
M,32,single,univ,0,unemployed,0,8,0,no,0,owner_morg,2,derivatives,no
M,53,divorced,highsch,2,part_time,15,26,33469,no,0,tenant,14,derivatives,yes
M,49,divorced,univ,0,self_employ,2,6,95625,no,0,owner_morg,10,derivatives,no
M,32,divorced,basic,0,unemployed,0,9,0,no,0,owner_morg,1,derivatives,yes
M,52,divorced,highsch,2,full_time,8,13,55781,no,0,tenant,9,bonds,yes
F,44,married,postgrad,2,part_time,8,14,76500,yes,71204,tenant,5,derivatives,yes
F,46,divorced,univ,0,self_employ,12,18,95625,no,0,tenant,9,bonds,yes
F,32,divorced,basic,2,full_time,7,8,31875,no,0,tenant,2,stocks,no
F,46,widowed,highsch,1,full_time,10,15,47813,no,0,tenant,7,derivatives,no
M,45,widowed,highsch,1,unemployed,0,14,0,no,0,tenant,5,stocks,no
F,31,married,highsch,1,unemployed,0,2,0,yes,31076,owner,15,bonds,yes
F,61,married,univ,0,self_employ,9,8,111563,no,0,tenant,1,derivatives,no
M,21,widowed,highsch,0,self_employ,2,2,38250,no,0,tenant,3,bonds,no
M,50,divorced,basic,2,unemployed,0,17,0,no,0,owner,5,bonds,yes
F,50,married,basic,0,part_time,9,10,22313,yes,36826,tenant,1,bonds,yes
M,29,single,basic,0,self_employ,1,8,25500,no,0,tenant,10,stocks,yes
F,32,divorced,highsch,0,unemployed,0,2,0,no,0,tenant,15,derivatives,no
F,29,married,highsch,3,self_employ,3,8,38250,yes,43006,tenant,1,stocks,yes
F,42,divorced,univ,1,full_time,12,12,79688,no,0,tenant,6,stocks,no
M,37,married,postgrad,1,full_time,9,11,127500,yes,120806,owner,11,derivatives,yes
M,40,divorced,univ,3,part_time,2,17,47813,no,0,tenant,15,stocks,no
M,40,single,univ,0,unemployed,0,10,0,no,0,owner,15,derivatives,yes
M,41,married,highsch,2,full_time,2,5,47813,yes,55956,owner_morg,8,derivatives,no
F,25,married,highsch,0,unemployed,0,6,0,yes,42664,tenant,4,derivatives,no
M,53,single,postgrad,0,full_time,4,13,148750,no,0,owner_morg,15,stocks,no
M,33,divorced,basic,1,full_time,2,5,31875,no,0,tenant,8,derivatives,yes
M,43,divorced,postgrad,0,full_time,5,8,127500,no,0,owner,15,bonds,no
M,22,single,univ,0,unemployed,0,1,0,no,0,tenant,7,stocks,yes
M,30,single,highsch,0,full_time,6,10,47813,no,0,owner_morg,14,derivatives,yes
M,59,single,univ,0,part_time,17,25,55781,no,0,owner,7,stocks,no
M,32,married,highsch,0,part_time,5,4,28688,yes,31825,owner,8,stocks,no
F,74,widowed,highsch,2,retired,17,35,22313,no,0,tenant,6,derivatives,yes
F,39,divorced,highsch,1,full_time,10,14,47813,no,0,tenant,1,bonds,yes
M,42,widowed,highsch,2,full_time,12,11,47813,no,0,owner_morg,2,derivatives,yes
M,49,single,postgrad,0,full_time,6,9,127500,no,0,owner,3,stocks,no
F,20,married,highsch,1,full_time,1,2,31875,yes,43306,tenant,7,stocks,yes
M,76,married,univ,1,retired,20,26,37188,yes,58045,tenant,1,bonds,yes
M,21,single,basic,0,self_employ,1,2,25500,no,0,w_parents,4,bonds,no
M,37,single,highsch,0,full_time,5,8,47813,no,0,tenant,15,derivatives,yes
M,48,divorced,highsch,1,self_employ,9,18,57375,no,0,tenant,11,stocks,no
F,32,married,highsch,0,unemployed,0,2,0,yes,53274,owner_morg,10,bonds,yes
M,64,single,highsch,0,self_employ,8,34,66938,no,0,owner_morg,12,stocks,no
M,41,married,highsch,3,full_time,12,18,47813,no,0,tenant,11,bonds,yes
M,37,married,highsch,3,self_employ,7,15,57375,yes,39785,owner_morg,5,bonds,yes
M,22,widowed,highsch,1,part_time,1,1,19125,no,0,tenant,3,stocks,yes
M,24,divorced,univ,0,unemployed,0,4,0,no,0,owner_morg,8,bonds,no
M,28,single,univ,0,full_time,4,5,53125,no,0,tenant,4,stocks,yes
F,21,single,highsch,0,self_employ,0,0,38250,no,0,owner,6,bonds,yes
M,62,single,univ,0,unemployed,0,32,0,no,0,tenant,3,stocks,no
M,26,single,highsch,0,unemployed,0,2,0,no,0,tenant,5,derivatives,yes
F,21,widowed,highsch,1,part_time,1,2,19125,no,0,tenant,7,derivatives,yes
M,37,divorced,univ,0,full_time,4,8,79688,no,0,owner,12,derivatives,yes
M,20,single,basic,0,unemployed,0,1,0,no,0,w_parents,7,derivatives,yes
M,57,widowed,postgrad,0,full_time,10,8,148750,no,0,owner_morg,5,derivatives,no
M,48,single,basic,0,unemployed,0,21,0,no,0,tenant,15,bonds,no
M,39,single,postgrad,0,full_time,2,8,127500,no,0,tenant,15,bonds,no
F,25,single,basic,0,unemployed,0,0,0,no,0,owner_morg,3,derivatives,no
F,37,widowed,highsch,1,self_employ,7,10,57375,no,0,owner,2,bonds,yes
F,21,divorced,highsch,0,part_time,0,1,19125,no,0,tenant,3,bonds,yes
F,27,married,univ,1,part_time,4,4,31875,yes,43752,owner,9,stocks,yes
M,36,married,postgrad,3,self_employ,1,4,153000,yes,132958,owner,5,derivatives,yes
F,32,single,basic,0,full_time,0,9,31875,no,0,tenant,1,bonds,yes
M,35,single,highsch,0,unemployed,0,12,0,no,0,tenant,10,derivatives,yes
F,20,married,highsch,0,full_time,1,2,31875,no,0,tenant,7,derivatives,no
M,41,single,highsch,0,full_time,8,14,47813,no,0,owner,10,stocks,no
M,47,single,postgrad,0,full_time,10,18,127500,no,0,owner,14,bonds,no
F,21,single,highsch,0,part_time,2,2,19125,no,0,w_parents,3,bonds,yes
F,45,divorced,highsch,0,self_employ,3,4,57375,no,0,tenant,12,derivatives,no
M,40,single,univ,0,self_employ,8,14,95625,no,0,tenant,8,stocks,no
M,57,divorced,basic,0,self_employ,15,18,44625,no,0,owner,1,stocks,no
M,53,divorced,postgrad,0,full_time,1,18,148750,no,0,owner_morg,3,derivatives,yes
M,22,divorced,univ,0,full_time,2,2,53125,no,0,tenant,4,derivatives,yes
F,55,divorced,basic,2,unemployed,0,23,0,no,0,owner_morg,3,derivatives,no
M,31,single,highsch,0,unemployed,0,10,0,no,0,tenant,11,stocks,no
M,30,married,univ,3,full_time,4,10,79688,yes,62885,owner_morg,15,stocks,no
M,67,widowed,univ,1,unemployed,0,15,0,no,0,owner,4,stocks,no
F,35,divorced,highsch,2,part_time,9,13,28688,no,0,owner,5,bonds,yes
M,63,single,basic,0,part_time,22,20,22313,no,0,tenant,10,stocks,no
M,39,single,univ,0,full_time,11,10,79688,no,0,tenant,1,stocks,no
M,28,divorced,highsch,1,full_time,1,7,31875,no,0,owner,8,bonds,yes
M,42,single,highsch,0,self_employ,5,18,57375,no,0,tenant,8,stocks,no
M,34,married,univ,2,unemployed,0,5,0,yes,27542,tenant,11,bonds,yes
F,32,married,basic,2,unemployed,0,0,0,no,0,owner_morg,9,stocks,no
M,72,single,basic,0,retired,24,30,14875,no,0,owner_morg,4,derivatives,yes
F,37,single,univ,0,full_time,8,15,79688,no,0,tenant,9,bonds,no
M,69,widowed,univ,0,self_employ,11,20,111563,no,0,owner,7,bonds,no
F,20,divorced,highsch,1,full_time,1,1,31875,no,0,owner,3,stocks,yes
M,38,single,univ,0,part_time,10,14,47813,no,0,owner,6,derivatives,yes
M,48,married,highsch,2,part_time,7,22,28688,yes,30674,tenant,12,stocks,no
M,39,single,univ,0,full_time,5,10,79688,no,0,owner_morg,4,stocks,no
M,26,single,highsch,0,full_time,0,6,31875,no,0,owner_morg,9,derivatives,yes
F,45,single,highsch,0,full_time,8,18,47813,no,0,tenant,15,stocks,no
F,62,single,highsch,0,part_time,8,24,33469,no,0,tenant,15,bonds,yes
F,33,single,highsch,0,full_time,4,7,47813,no,0,tenant,10,bonds,yes
F,40,single,highsch,0,full_time,11,10,47813,no,0,owner_morg,5,derivatives,no
M,68,married,postgrad,1,unemployed,0,11,0,yes,32111,tenant,7,stocks,no
M,38,single,highsch,0,unemployed,0,5,0,no,0,tenant,4,derivatives,yes
M,59,divorced,basic,2,full_time,1,13,37188,no,0,owner_morg,8,derivatives,yes
F,73,widowed,postgrad,2,unemployed,0,34,0,no,0,owner,5,bonds,yes
M,21,single,highsch,0,part_time,1,2,19125,no,0,w_parents,3,derivatives,yes
F,28,married,postgrad,0,full_time,4,8,85000,yes,26095,owner_morg,7,stocks,yes
F,46,married,highsch,3,part_time,9,9,28688,yes,42661,tenant,4,bonds,yes
M,34,married,univ,0,unemployed,0,11,0,yes,40148,owner_morg,6,stocks,no
